Submission_ID,Respondent_ID,Submitted_at,Loan_Id,NPS_Score,NPS_Reason,NPS_Improve,NPS_Quality,NPS_Support,NPS_Delay,NPS_Support_Challenge,NPS_Support_Challenge_Details,NPS_Battery,NPS_App,NPS_Communication,NPS_Phone_Lock,NPS_Feedback
xXjxov9,gVzlvD,2025-04-22 16:48:00,recwdZCb5tboLX1i6,5.0,,,No,No,Yes,No,"My phone usually hangs,the camera has started fading I don't know y....yet has not finished even half a year....",Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Battery drains under 10 hrs
Xxrl6D4,OZEWok,2025-04-22 16:49:00,recaRRBk99R7LTeCB,6.0,,,Yes,Yes,No,No,No challenge,No,"No, I have never used it",Self-Service USSD – *789*25044#,No,No
LZz1xMy,2YoQ2b,2025-04-22 16:50:00,rec05XU0EE7hoe6gY,1.0,,,No,No,No,No,My phone is dead,Yes,"Yes, and I am satisfied with the MoApp",Self-Service USSD – *789*25044#,Yes,My phone is dead
KYeQrDK,BYeP6e,2025-04-22 16:51:00,receTGfd7PPXJoPGO,8.0,,,Yes,Yes,No,No,Like my screen is broken but still under warranty but no1xplains2me how I can get it fixed,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,How will I get my screen fixed......is there any charge or is it just from the warranty
2EB89OM,ZAepKB,2025-04-22 16:51:00,recjh5lGq672scSza,1.0,,,No,No,No,Yes,I requested for assistance my device has a problem but no substantial assistance...if the problem continues I will stop making payments,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Poor customer services
kd9a8Dd,jrzdZY,2025-04-22 16:52:00,rec7efDKVBaCwVMdr,10.0,,,Yes,Yes,No,No,They are good,Yes,"No, I have never used it",MoPhones App,No,Nope
BzK4WXQ,pNzjAB,2025-04-22 16:53:00,recjiIBCDTaMtcEd9,0.0,,,No,Yes,No,No,,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,
MeDKjLg,K4GqRg,2025-04-22 16:54:00,recdO9CubuayWDFIb,4.0,,,No,Yes,No,No,they were not responding to my calls as fast as it could and it takes a lot of airtime,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,I would like my battery be replaced
yPNZaPp,AY9okD,2025-04-22 16:58:00,recYdRr5oOw861Emd,10.0,,,Yes,Yes,Yes,"No, I have never looked for customer care",,,,,,
44BXV5O,OZEpMY,2025-04-22 16:58:00,recfi8alfWNkKuIOT,10.0,,,Yes,Yes,Yes,"No, I have never looked for customer care",No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Good
PdDjJVb,k4zDPe,2025-04-22 16:58:00,rec9TxaSWA6t0YEV0,0.0,,,No,No,No,Yes,No phone picking,No,"Yes, but I am not satisfied with the MoApp",Self-Service USSD – *789*25044#,Yes,I'm overcharged for a phone value now is too low interest
RGdK9zK,pNZxeV,2025-04-22 16:59:00,rec8z2uIPEvQU89cu,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,So far so kind
5B4K72Q,0YArK9,2025-04-22 17:02:00,recxMh4xODGiHLyZB,8.0,,,,,,,,,,,,
zxNX6g8,QqE2dX,2025-04-22 17:02:00,recK9eVf1vs71iEaz,10.0,,,Yes,Yes,No,No,Never experienced,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Am very satisfied
BzK4y95,5YOBb6,2025-04-22 17:04:00,recK5hR1IcSJ3SBuE,0.0,,,No,No,No,,,,,,,
ODl1Np7,yb7ZG0,2025-04-22 17:04:00,recYsFZwCxGw6mR2m,6.0,,,No,Yes,No,No,Customer support was prompt. I was happy with the service.,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,Send a payment reminder on the mophone app and day prior to payment due date or automate payment.
QKM2QQX,ZAQ5Zz,2025-04-22 17:06:00,recglHvMiiwcRGF1k,3.0,,,No,No,Yes,Yes,Technician was not available,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,Yes,Data network not properly working
GxKvGxo,WgXMyk,2025-04-22 17:08:00,receLhxpuuABIj8mW,10.0,,,Yes,Yes,No,No,Reflection of payment,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I'm okay
WOr9LBN,rQqj7X,2025-04-22 17:10:00,recnbXOQBMmvzA8ki,10.0,,,Yes,Yes,Yes,Yes,No standby customer service,No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,Not much
xXjxGXk,4YGa8k,2025-04-22 17:14:00,recTfKqWEaSCQAO6o,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,
MeDK0dY,ZAQ9Z5,2025-04-22 17:14:00,recW6eMD3eUxBhWJ7,10.0,,,Yes,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,Yes,No
BzK4Np1,eGoMMQ,2025-04-22 17:19:00,recR0w022eXNgKp0A,8.0,,,Yes,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,No
GxKv8vo,jrEZ4J,2025-04-22 17:21:00,rectcycx999bXPfce,8.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,
LZz1l4y,W6Z2ZL,2025-04-22 17:21:00,recNMSZ8wZIndUOND,5.0,,,No,Yes,No,"No, I have never looked for customer care",I hadn't looked for customer care yet,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,The phone is usually overheating
eqDZkrE,2YRXpj,2025-04-22 17:22:00,rec3MGlYTgCEZkrxn,10.0,,,Yes,Yes,Yes,No,Gahs,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Why can't I put another line
gDejKND,BY9KEA,2025-04-22 17:23:00,recqOrofRZAkpigCw,5.0,,,Yes,Yes,No,"No, I have never looked for customer care",No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,It's a good phone
J9dK7Er,7YPqP6,2025-04-22 17:24:00,recK3ObTlGnV82mox,9.0,,,Yes,Yes,Yes,Yes,I once mistreated by one of the staff in Kimanthi streets pioneer house,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I still can't understand how my ksh6000 shilling were used in the name of repairing the phone yet it was locked by staff of mophones
q4aZ2DY,9YrX51,2025-04-22 17:27:00,reclXY5kP7q2YS8na,7.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Value mo phones
rjByxk2,DoWKgZ,2025-04-22 17:28:00,recdVrwP8NNfSulo5,10.0,,,Yes,Yes,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Non atm
VLjERQy,JrBpVr,2025-04-22 17:32:00,recaMvCK6MGg1raZU,7.0,,,Yes,Yes,No,No,Battery is draining fast,Yes,"No, I have never used it",Reach Out via a Sales Agent,No,Good
Ek5zV92,7YE8DA,2025-04-22 17:33:00,recAvwO3c2RyeIchE,0.0,,,No,No,No,No,Phone is overheating,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
pbdxj2q,8YEa0l,2025-04-22 17:35:00,recXTX8DhRbtR8sA8,10.0,,,Yes,Yes,No,No,No challenged faced,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Nop
zxNXaPZ,2YRakb,2025-04-22 17:35:00,recD0N2I1Pl1uuNNJ,6.0,,,Yes,No,No,No,Some time phone yangu utupa network shida itaweza kuwa nini,No,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Mko sawa
44BXg5d,M2GNA0,2025-04-22 17:36:00,recNldIGF1wRXAODx,7.0,,,Yes,Yes,No,Yes,My phone is restricted I can not install apps from other sites,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Allow your products to install apps from other sites please
pbdxl6q,gVOded,2025-04-22 17:37:00,recFd5rVcayFFvVCp,8.0,,,Yes,Yes,No,No,My experince with mophones as a company and as my phone A20 is perfect so far. I want to finish paying this immediately so that i can get another one. Am looking forward for A16.,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Thanks for all your services.
MeDeKzk,0YA8MZ,2025-04-22 17:39:00,reckHkeJE9yhguMIS,10.0,,,Yes,Yes,No,No,I have never had any challenge,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I like the company
rjBjyaX,OZVX57,2025-04-22 17:40:00,recvxTpf3gnFIThnd,10.0,,,Yes,Yes,No,No,No challange on my side,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Am ok
44B44oA,5YOZxZ,2025-04-22 17:42:00,rec4ODThson3KnJwc,9.0,,,Yes,Yes,No,No,Your perfect,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Perfect
jabaaOJ,k4rNxZ,2025-04-22 17:45:00,rec36huwiNfDs0GKz,9.0,,,Yes,Yes,Yes,No,Takes time to unlock,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Quite good
BzKzzVA,EGaxBo,2025-04-22 17:50:00,recWSPl9ghOW8KhIr,5.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,The thing with always putting on location is crashing our batteries
jabaZ59,X7N0bP,2025-04-22 17:55:00,recufwTagcJQrjqOX,10.0,,,Yes,Yes,Yes,Yes,Lack of 24hrs customer care services. Very frustrating.,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,Yes,You need to improve on your customer care services.
68e8LWo,K4R1EX,2025-04-22 17:55:00,recz5yH5BhiFfXsr6,8.0,,,Yes,Yes,Yes,No,Can you alter once am late for payment just as a reminder,Yes,"No, I have never used it",Free SMS – 25044,Yes,Have challenge with battery can't last for a day
Y5R5R4N,EGaQBl,2025-04-22 17:56:00,recm7htHCfU0Eqq2l,9.0,,,Yes,Yes,No,No,,,,,,
jababrQ,5YO17v,2025-04-22 17:58:00,recBpBCJ5IVCjq3qL,0.0,,,,,,,,,,,,
vGrGr20,5YO1pE,2025-04-22 18:00:00,recAhcmuyUWpMklrO,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",No challenge,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
2EBEa8V,a1l6Ob,2025-04-22 18:04:00,rec8XwnuPuWZJ3bld,6.0,,,Yes,No,No,Yes,The battery life is small,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Not really
81z1aBl,2YReYL,2025-04-22 18:05:00,recnHvb4CGLqVgMn8,10.0,,,Yes,Yes,No,,,,,,,
ZjojEMV,K4R64A,2025-04-22 18:07:00,rec7BhK2j0BW0wWiM,10.0,,,Yes,Yes,Yes,No,Open the phone immediatly after payment,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
kd9dGze,X7NeGj,2025-04-22 18:09:00,reckbehUC2YbV18C0,10.0,,,Yes,Yes,No,No,,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,
ODlDXvM,RaL91P,2025-04-22 18:15:00,recwFJpC7Kev9Xvp8,8.0,,,No,Yes,No,No,Never had experience with the customer service though,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,"Having problem with updated apps in my device, all refused to operate says controlled by admin making my usage with the same very difficult 😕"
rjBjPNM,5YO21b,2025-04-22 18:23:00,recRoJtkHMV0zoy05,7.0,,,Yes,Yes,No,No,,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"Work on the batteries and quality glass, plus the front camera gets dusty."
BzKzkk1,9YrlEE,2025-04-22 18:23:00,recYFbhiQYVt4cAlG,10.0,,,Yes,Yes,Yes,No,G,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Good
RGdG5jl,X7Nqy4,2025-04-22 18:23:00,recAwhhJpUynjmgjB,,,,,No,,,,,,,,
A7K7lv0,pNZGQZ,2025-04-22 18:33:00,reccPQBzpdtFYzdXm,9.0,,,Yes,Yes,No,No,Add more devices to the market,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Improve on that
QKMKAlp,2YRvLV,2025-04-22 18:35:00,recpeLpbrHcYKU0hW,10.0,,,Yes,Yes,No,No,Non,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No
Y5R5OJ6,4YGvMk,2025-04-22 18:40:00,recC9jIxztZUgyweE,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",Cool,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,Yes,Nothing much
ZjojY9B,rQqr4X,2025-04-22 18:51:00,recYDWYYh8zJjyMkv,,,,Yes,,,,,,,,,
1AkAE0b,jrE7R4,2025-04-22 18:52:00,recQ0Txuz1mAfY181,1.0,,,No,No,Yes,No,No go through communication,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"-International disturbance in rural and become
"
 -very hot while using it ,,,,,,,,,,,,,,,,
 -unable to set some security features ,,,,,,,,,,,,,,,,
 -very slow internet outrage,,,,,,,,,,,,,,,,
 -always logs out my wifi and other passwords frequently ,,,,,,,,,,,,,,,,
 -hanging every time I don't know what's the problem ,,,,,,,,,,,,,,,,
" -very""",,,,,,,,,,,,,,,,
44B4L0B,GV7Bgj,2025-04-22 18:56:00,recWtKqzsf7us0tan,1.0,,,Yes,Yes,No,No,"Last week Friday I paid but my was locked until Saturday 11am ,until I called customer care mophones",Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Mophones is best ever
q4a4WNg,JrBV2Y,2025-04-22 18:56:00,recxKCi0IOYz2dVPE,8.0,,,Yes,Yes,No,No,,No,"Yes, but I am not satisfied with the MoApp",Reach Out via a Sales Agent,No,
rjBjLRl,0YAbJP,2025-04-22 18:56:00,recZAdXq7W0CSKRDt,10.0,,,Yes,Yes,No,No,Nothing,No,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Nothing
Y5R5MYd,DoWX8j,2025-04-22 19:00:00,recMGoc2pCuo3NxYX,10.0,,,Yes,Yes,No,No,Ok,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,1
Y5R5z1W,JrBX97,2025-04-22 19:09:00,recMGSak3tQFTxJig,7.0,,,Yes,Yes,No,No,na,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,check on the 5 day grace period; and if a device is on loan and the price reduce how do you go about it
MeDerL8,gVOYNl,2025-04-22 19:10:00,recbEXnMkfDh1xQim,3.0,,,No,No,,Yes,Have complained about,,,,,
QKMKk81,bMAzrg,2025-04-22 19:41:00,recNLqbyb5k87HIzv,7.0,,,Yes,Yes,Yes,No,No,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I have an issue with commissions...when I came to you I had that there are commissions when I refer someone..now I have done 2 of them and haven't received anything...please assist
7RbRM5Z,qqNzkd,2025-04-22 19:42:00,rec26AkwqYrqYbn3A,0.0,,,No,No,No,Yes,You guys I came to your offices when my phone had a problem with the sim card and you said you'd call me so that I bring to to be fixed it's now been 5 months still waiting,Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,Yes,Still waiting to be called
81z1WJr,oZxpoX,2025-04-22 20:03:00,rec2ZxAdpdl97QGxb,6.0,,,Yes,Yes,No,"No, I have never looked for customer care",Null,Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Null
vGrGbjg,lj458B,2025-04-22 20:07:00,recneO0bf2Hl9yC84,10.0,,,Yes,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Good
obDbY1e,lj49vv,2025-04-22 20:33:00,recd5olo5eKq1VnNL,3.0,,,Yes,Yes,No,No,I like your service thanks alot,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Mophones they have quality products
kd9d44R,PNPLEQ,2025-04-22 20:36:00,recqj4f7Kdvhj5MUe,10.0,,,Yes,Yes,No,No,Always paying on time,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No
MeDeprl,2YRdkD,2025-04-22 20:53:00,recDIxzfEMHTZr9d2,0.0,,,No,No,No,No,Customer service wins 40percent,No,"Yes, but I am not satisfied with the MoApp",Free SMS – 25044,Yes,Poor estèm
dWNWeMN,GV7E72,2025-04-22 20:55:00,recEous78Be7KS7Sg,7.0,,,Yes,Yes,No,No,.,Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,Yes,I actually think mophones should give their users who are loyal Customers some discount
q4a41X2,gVOPkd,2025-04-22 20:56:00,recCRRGR1PJ2ge0tP,5.0,,,No,Yes,Yes,Yes,I paid my phone but after two days it locked and i called for help therefore no positive response I was asked to be connected to a network but non worked now am afraid to make payments again,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,That made me be afraid of making payments coz you olways send lock commands despite the device paid for
GxKxMp2,6YVEqO,2025-04-22 21:16:00,recZWWsuP4oClguJj,10.0,,,Yes,Yes,No,No,No any challenge,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Thanks for good services
5B4BRKZ,zAb6LE,2025-04-22 21:22:00,recz5rSn8e60eMkhM,9.0,,,Yes,Yes,No,Yes,Wanted to connect with an agent on WhatsApp but it was not successful,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Satisfied with the product and the services
81z1Oy5,oZxjr1,2025-04-22 21:24:00,recpkFVr06I6lhV3L,0.0,,,No,No,,Yes,,,,,,
A7KrlDe,AYazbl,2025-04-22 23:09:00,recgbE6YUDWwwqkU3,9.0,,,,,,,,,,,,
Xxr5erd,W6Q25J,2025-04-22 23:11:00,rechiZmmODVsJIFvs,5.0,,,Yes,Yes,No,Yes,i requested to be paying daily and not weekly but you fail,No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,i need your respond to be paying the device daily
9qXNaXK,oZgoOO,2025-04-23 01:10:00,recBZP6lPMrzi393g,6.0,,,No,Yes,No,No,No,,,,,
RGdWg8J,2YVL7V,2025-04-23 01:22:00,reciFdz9bXpxWZhoS,9.0,,,Yes,Yes,No,No,Non,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,All good.
MeD1QDk,EGAJ82,2025-04-23 01:34:00,recSJmN2tLPfGLvDl,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,
b59ZMd0,RQ2BEJ,2025-04-23 01:50:00,rec1VBsjbSbObnvEm,2.0,,,No,No,Yes,Yes,Customer service,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No
kd9lN6R,2YVzgb,2025-04-23 04:26:00,rectgDjginMO37D37,2.0,,,No,No,Yes,Yes,Phone network.....,No,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,Poor customer caring
9qXBlQK,5YrPRZ,2025-04-23 05:15:00,recQfkgSnxyMdMVmy,10.0,,,Yes,Yes,Yes,No,,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Do mophons offer cash loans?
MeDX5Mp,X79boO,2025-04-23 05:17:00,recYjydlrWhV1k8sT,10.0,,,Yes,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
q4aLPl5,PN4qlx,2025-04-23 05:20:00,recB4GhDgrIOAous2,6.0,,,No,Yes,No,"No, I have never looked for customer care",I have never reached out,No,"No, I have never used it",Free SMS – 25044,No,Nope
rjB5VyN,LjV2vl,2025-04-23 05:23:00,recqK064oo2PRNNUj,5.0,,,No,No,No,No,,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"My phone's back cover for the battery has pulled out on some sides,,reasons not known to me,since I bought a back cover to protect my phone the moment I got it.
"
 The battery can't last 10 hours with data on.,,,,,,,,,,,,,,,,
 Then when the screen is locked it keeps displaying a message that this device belongs to your organization, I do not know which organization that is,,,,,,,,,,,,,,,
" Kindly act on it.""",,,,,,,,,,,,,,,,
aQe90ZZ,1YOaQO,2025-04-23 05:25:00,recFBt0tDMiuo9nto,9.0,,,Yes,Yes,Yes,No,,,,,,
MeDX8ek,K4ObQA,2025-04-23 06:03:00,recpnEaujfzZcAmSv,7.0,,,No,Yes,Yes,Yes,Battery,Yes,"Yes, and I am satisfied with the MoApp",Self-Service USSD – *789*25044#,No,N
jabZGN6,PN4Kgb,2025-04-23 06:11:00,recfCPp41ZuEnUiUu,0.0,,,Yes,No,No,Yes,I lost my phone and shared the OB with your team but nothing has ever been done,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
obDElq1,qqg6gY,2025-04-23 06:18:00,rec2aSo3VCvv5uHe8,1.0,,,No,No,No,Yes,"Your gadgets are all full of some issues .
",,,,,
" You first corned me your phone has no network since tha day I got it. It has not been easy for me buy your device at that high price there are some places I can get with half of it's amount . If you offer to pay me back my money then I return your gadget . Return to me 28k and get your phone back.""",Yes,,Free SMS – 25044,,Your phone also doesn't allow some applications .,,,,,,,,,,,
VLjGoAy,0YGX1B,2025-04-23 06:21:00,recngic85o7ZM6NIJ,0.0,,,No,Yes,Yes,No,"My phone battery is really discouraging,after charging full 💯 % within 6hrs drained to zero.Its been a challenge to me.I can the phone overnight,coming in the morning the moment I start using it the battery starts draining without using data/wifi just for typing msgs or by calls.Kindly,try to check on this and also I came to realize mophones are too much expensive compared to other sites.S20ultra5G goes for 60k and above but here,it's 100k and above it's really abnormal.",Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"Check on prices.
"
 Battery issues,,,,,,,,,,,,,,,,
" Sometimes the phone hungs.""",,,,,,,,,,,,,,,,
NpDrRDQ,RQ27Pj,2025-04-23 06:28:00,reccCX2DawYuDIXxh,8.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,
jabZEvR,jrpDJ4,2025-04-23 06:53:00,rec5VIGQKXyJWIK8V,10.0,,,Yes,Yes,No,No,OK,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,OK
XxrLyQe,EGgqbo,2025-04-23 07:17:00,recpBFIgn4Wk4Z6Tm,5.0,,,Yes,Yes,Yes,Yes,The operational hours.if there is a delay in payment reflection then no one past 5 can handle the issues.,No,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"The problem is that the item is very expensive for just a normal person to manage the payment. Actually the price is double which means it's 100% price when one pays on instalments. 
"
" But you also need to consider having a discount to people who have consistently paid without a day delay in payment.""",,,,,,,,,,,,,,,,
